# scer_aggregation_psup.txt 
# Generated:  Thu Sep 10 11:17:15 2015 
#
# Citation: 
#    Reversible, specific, active aggregates of endogenous proteins assemble upon heat stress. Edward W.J. Wallace, Jamie L. Kear-Scott, Evgeny V. Pilipenko, Michael H. Schwartz, Pawel R. Laskowski, Alexandra E. Rojek, Christopher D. Katanski, Joshua A. Riback, Michael F. Dion, Alexander M. Franks, Edoardo M. Airoldi, Tao Pan, Bogdan A. Budnik, D. Allan Drummond. Cell 162(6), 2015. http://drummondlab.org/endogenous-aggregates 
# 
# Columns:
#   orf: systematic orf name
#   gene: gene name from SGD
#   experiment: experiment id; temperature, time, and replicate
#   n.detections: number of peptide detection events
#   n.peptides: number of unique peptides detected
#   intensity.t: summed intensity for total (light) channel
#   intensity.s: summed intensity for supernatant (medium) channel
#   intensity.p: summed intensity for pellet (heavy) channel
#   psup: normalized proportion in supernatant
#   psup.lo: normalized 2.5% percentile of psup
#   psup.hi: normalized 97.5% percentile of psup
#   30C.repi:  sample grown at 30C, biological replicate i
#   xC.ymin: sample shocked for x min at y C
# 
orf	gene	n.detections_30C.rep1	n.peptides_30C.rep1	intensity.t_30C.rep1	intensity.s_30C.rep1	intensity.p_30C.rep1	psup_30C.rep1	psup.lo_30C.rep1	psup.hi_30C.rep1	n.detections_30C.rep2	n.peptides_30C.rep2	intensity.t_30C.rep2	intensity.s_30C.rep2	intensity.p_30C.rep2	psup_30C.rep2	psup.lo_30C.rep2	psup.hi_30C.rep2	n.detections_30C.rep3	n.peptides_30C.rep3	intensity.t_30C.rep3	intensity.s_30C.rep3	intensity.p_30C.rep3	psup_30C.rep3	psup.lo_30C.rep3	psup.hi_30C.rep3	n.detections_37C.8min	n.peptides_37C.8min	intensity.t_37C.8min	intensity.s_37C.8min	intensity.p_37C.8min	psup_37C.8min	psup.lo_37C.8min	psup.hi_37C.8min	n.detections_42C.8min	n.peptides_42C.8min	intensity.t_42C.8min	intensity.s_42C.8min	intensity.p_42C.8min	psup_42C.8min	psup.lo_42C.8min	psup.hi_42C.8min	n.detections_46C.2min	n.peptides_46C.2min	intensity.t_46C.2min	intensity.s_46C.2min	intensity.p_46C.2min	psup_46C.2min	psup.lo_46C.2min	psup.hi_46C.2min	n.detections_46C.4min	n.peptides_46C.4min	intensity.t_46C.4min	intensity.s_46C.4min	intensity.p_46C.4min	psup_46C.4min	psup.lo_46C.4min	psup.hi_46C.4min	n.detections_46C.8min	n.peptides_46C.8min	intensity.t_46C.8min	intensity.s_46C.8min	intensity.p_46C.8min	psup_46C.8min	psup.lo_46C.8min	psup.hi_46C.8min
YEL033W	MTC7	1	1	752870	861680	7791500	0.1643	0.0455	0.4364	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	0.7564	0.1110	0.9887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YEL034W	HYP2	66	10	885671961	2307210000	157398472	0.8932	0.8721	0.9119	30	8	5458126050	4673189830	248348990	0.9689	0.9569	0.9775	26	6	97753098.0	55114013.0	1801514.2	0.9684	0.9345	0.9851	52	10	1648843810	1034142156	123188140	0.9521	0.9246	0.9702	46	8	1599784940	1399379670	116911007.9	0.9066	0.8628	0.9382	24	8	3324387000	2970157300	305654000	0.8640	0.7934	0.9139	87	10	2053459250	2405005820	550180284.0	0.8267	0.7982	0.8522	24	6	192899720	395447550.0	195986600	0.6689	0.5998	0.7319
YEL035C	UTR5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	846140	1581500	2632600	0.4315	0.1191	0.8150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YEL036C	ANP1	4	5	8166480	2029380	15139300	0.1029	0.0520	0.1966	2	1	4663300	572720	4184500	0.0852	0.0312	0.2258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	5134200	375710	2054100.0	0.0606	0.0077	0.3877	2	1	37759800	7950800	19410700	0.1539	0.0443	0.4516	2	2	27989000	4980700	19286500.0	0.1326	0.0490	0.3156	1	1	281020	163820.0	924330	0.1759	0.0538	0.4554
YEL037C	RAD23	13	10	62458450	144731200	12826950	0.9010	0.8483	0.9366	3	4	60131000	46071000	9393400	0.8494	0.6660	0.9410	8	5	17548360.0	11315350.0	2753502.2	0.7802	0.5419	0.9211	8	8	100019200	48666110	11484884	0.8881	0.7192	0.9637	6	4	26329950	20110960	1974430.0	0.8619	0.6525	0.9548	5	4	167947000	149408000	9273900	0.9030	0.7568	0.9657	14	7	476301400	413647800	95529110.0	0.8209	0.7446	0.8786	12	7	12170031	32972320.0	7559160	0.7752	0.6951	0.8398
YEL038W	UTR4	2	2	37640400	76844000	6571900	0.8320	0.6037	0.9404	NA	NA	NA	NA	NA	NA	NA	NA	3	2	5380400.0	4334400.0	296322.0	0.9215	0.6440	0.9893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	0.4445	0.0501	0.9988	3	3	74531600	49490900	33151800.0	0.5610	0.3399	0.7697	1	1	812770	743790.0	2322800	0.2638	0.0886	0.5760
YEL039C	CYC7	1	1	16155000	1484500	881870	0.3540	0.0884	0.7993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YEL040W	UTR2	NA	NA	NA	NA	NA	NA	NA	NA	1	1	698350	1180100	3161100	0.3413	0.1083	0.6988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	17204000	5397800	19764000.0	0.1896	0.0530	0.5246	NA	NA	NA	NA	NA	NA	NA	NA
YEL042W	GDA1	11	8	97539260	24552888	133325500	0.1110	0.0723	0.1685	8	5	49627000	54362630	96990700	0.2443	0.1555	0.3661	4	4	28687980.0	5262080.0	3337880.0	0.1802	0.0571	0.4668	13	9	117036780	17343701	30301990	0.1655	0.0879	0.2962	5	5	20378698	3401162	9293411.0	0.0603	0.0236	0.1594	10	6	148080560	43980320	35074450	0.3674	0.2272	0.5487	13	9	176417800	133447300	213906200.0	0.2512	0.1827	0.3404	5	4	8928698	4405693.0	17187996	0.2323	0.1420	0.3610
YEL044W	IES6	1	1	3585200	4922300	1343900	0.6677	0.2861	0.9119	NA	NA	NA	NA	NA	NA	NA	NA	1	1	248240.0	24743.0	66736.0	0.1098	0.0089	0.6510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YEL046C	GLY1	40	16	516290406	1069588720	92862183	0.8936	0.8639	0.9182	22	13	746610650	703967500	92136860	0.9070	0.8676	0.9355	28	10	169607860.0	140566619.0	13384758.0	0.9536	0.9074	0.9773	29	10	718697020	349538060	64713244	0.8765	0.7893	0.9335	21	14	405888190	258125989	33066378.0	0.8478	0.7399	0.9178	29	11	1432121000	1224962600	111723030	0.8807	0.8164	0.9227	34	15	1965701000	1432902880	286879860.0	0.8644	0.8260	0.8956	27	14	106858475	190076208.0	33475404	0.8752	0.8428	0.9022
YEL047C	FRD1	26	22	417316730	805092200	103855462	0.9310	0.9060	0.9501	20	12	886499140	733698320	110421914	0.9381	0.9090	0.9589	12	10	144837460.0	94023908.0	84930972.4	0.9013	0.7593	0.9660	18	12	253527700	150225780	40817154	0.9354	0.8656	0.9706	22	15	182349210	133244967	8287237.0	0.9201	0.8577	0.9557	24	10	392907360	353743545	46323013	0.8284	0.7380	0.8924	41	18	1169784130	1010975930	155407469.0	0.8820	0.8484	0.9068	21	14	78050590	240188810.0	28356355	0.8969	0.8651	0.9218
YEL051W	VMA8	6	4	41807640	78243500	37477970	0.6172	0.4450	0.7712	3	2	106507000	79928000	36059800	0.6956	0.4518	0.8656	2	2	6926200.0	3879070.0	785202.0	0.7778	0.3056	0.9746	4	3	72185200	36480820	30101560	0.6161	0.2886	0.8767	6	2	61840750	92049845	61986016.0	0.5231	0.2747	0.7837	3	2	83628700	54000100	21344200	0.5584	0.2635	0.8303	4	5	35839000	34640400	17244060.0	0.6433	0.4389	0.8029	NA	NA	NA	NA	NA	NA	NA	NA
YEL052W	AFG1	2	3	6739400	11850700	2594370	0.6574	0.3524	0.8724	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1337000.0	852440.0	264900.0	0.7060	0.1558	0.9816	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1975800	2118200	1562200.0	0.5569	0.1144	0.9360	NA	NA	NA	NA	NA	NA	NA	NA	1	1	532890	2008900	841800.0	0.6854	0.3548	0.9021	NA	NA	NA	NA	NA	NA	NA	NA
YEL053C	MAK10	2	2	6592360	8124800	668121	0.9471	0.8427	0.9832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YEL054C	RPL12A	83	8	4670012140	6524728270	1292986979	0.7680	0.7294	0.8023	40	11	9110209800	6650004040	1570029130	0.8288	0.7835	0.8664	37	10	593930840.0	388294400.0	30823966.0	0.8514	0.7631	0.9136	49	11	3472651910	1335840920	263805929	0.7563	0.6587	0.8381	44	10	2725018870	1721538700	227414374.0	0.7659	0.6719	0.8375	58	11	4612670260	3980173660	595648843	0.8003	0.7405	0.8517	98	10	8760701160	8813467000	1766259800.0	0.8269	0.8005	0.8510	29	8	754260587	1708119847.0	465511074	0.7746	0.7231	0.8176
YEL055C	POL5	13	15	70148400	120702140	65901680	0.6671	0.5570	0.7610	NA	NA	NA	NA	NA	NA	NA	NA	2	2	8651200.0	5031600.0	398420.0	0.9038	0.4931	0.9922	2	1	2587670	1608320	341720	0.8473	0.4275	0.9803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	8	191843200	33112290	72210000.0	0.2008	0.1208	0.3171	1	1	347210	305730.0	1029300	0.2507	0.0806	0.5739
YEL056W	HAT2	3	3	1217180	5385200	1452812	0.8421	0.6874	0.9287	1	1	9053400	4998200	2461500	0.6573	0.2517	0.9179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	2574400	3872100	853920	0.7002	0.2714	0.9493	1	1	9759700	5366000	2858600.0	0.5997	0.2348	0.8930	1	1	214230	1070700.0	511000	0.6256	0.3223	0.8548
YEL058W	PCM1	13	9	84321817	125211880	8227435	0.9167	0.8689	0.9471	2	2	13789500	20178200	3799300	0.8485	0.6295	0.9517	5	4	3923035.0	3809850.0	549957.0	0.8383	0.5850	0.9564	4	4	29378900	23234800	4902220	0.8872	0.6209	0.9770	3	5	25293400	17629200	642300.0	0.9521	0.8148	0.9905	9	5	75910400	319002400	149185570	0.9002	0.7933	0.9552	11	7	171029200	118277200	23434560.0	0.8763	0.8056	0.9251	6	6	5523860	15279920.0	3888260	0.8096	0.7057	0.8814
YEL060C	PRB1	5	4	32986800	32728800	5983430	0.7627	0.6005	0.8759	1	1	38204000	32096000	6167500	0.8448	0.4866	0.9689	2	2	1182000.0	665290.0	72013.0	0.8022	0.3390	0.9801	2	2	6855320	2475820	815207	0.8242	0.3793	0.9800	3	2	95204810	39973200	5095070.0	0.8676	0.5891	0.9711	3	2	112840000	82277000	11469600	0.7869	0.4721	0.9431	2	2	30788000	57225000	16270000.0	0.7941	0.5621	0.9230	6	3	18430423	33776153.0	7470586	0.7104	0.5754	0.8141
YEL062W	NPR2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1921300.0	39243.0	63581.0	0.0299	0.0031	0.3133	1	1	43159000	6598100	2361600	0.5663	0.0806	0.9752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1781500	518050	501600.0	0.4232	0.1343	0.7950	NA	NA	NA	NA	NA	NA	NA	NA
YEL071W	DLD3	32	20	328730970	640739960	40122639	0.8976	0.8634	0.9227	9	5	216011000	161516100	29755200	0.8973	0.8292	0.9396	9	8	31568290.0	18504217.0	1565568.0	0.8961	0.7320	0.9680	9	8	297609100	136713400	31079240	0.8547	0.6870	0.9447	6	5	28878530	20449400	3274965.0	0.8658	0.6655	0.9557	12	10	958880560	887154600	79244636	0.8845	0.7904	0.9402	32	20	450008010	437464000	70855760.0	0.8777	0.8425	0.9064	14	10	32214396	104065700.0	20587903	0.8487	0.7957	0.8893
YER001W	MNN1	3	3	12586080	2329977	12958100	0.0835	0.0370	0.1841	1	1	6845400	4839700	2654300	0.6384	0.2458	0.9125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1	8425100	968200	3558800.0	0.0747	0.0208	0.2556	NA	NA	NA	NA	NA	NA	NA	NA	4	4	45969500	21877480	70080000.0	0.2048	0.1086	0.3693	1	1	51577	41873.0	98851	0.2987	0.1019	0.6295
YER002W	NOP16	3	3	2526190	5158900	2178260	0.6558	0.4501	0.8180	1	1	1349000	865650	232590	0.7901	0.4064	0.9567	NA	NA	NA	NA	NA	NA	NA	NA	1	1	48455	12340	8036	0.5518	0.0975	0.9587	3	2	40655600	14926600	5167500.0	0.5804	0.2244	0.8908	3	3	118808000	57816800	42059840	0.5656	0.2825	0.8263	3	3	30842700	20374400	13992200.0	0.5584	0.3285	0.7732	5	3	1998070	1169860.0	2016860	0.3144	0.1832	0.4781
YER003C	PMI40	37	11	438795280	752876930	23683161	0.9544	0.9401	0.9655	22	11	1420479900	847551100	99736709	0.9484	0.9246	0.9643	18	8	93097920.0	70229690.0	28243816.0	0.7833	0.6304	0.8901	19	9	429037000	171147770	23047369	0.9428	0.8721	0.9742	14	7	295161634	179971454	59089446.9	0.9252	0.8458	0.9639	16	10	790905210	752544630	154442260	0.8227	0.7071	0.8989	33	15	1130620574	1026551790	104344460.0	0.9246	0.9013	0.9427	21	12	89596941	262705981.0	27382618	0.8819	0.8468	0.9084
YER004W	FMP52	5	4	28380700	32389270	23348950	0.3751	0.2302	0.5548	1	1	3624700	1552700	1213200	0.5380	0.1816	0.8766	2	2	1958340.0	605710.0	212296.0	0.6053	0.1677	0.9423	2	2	6919000	1320350	1701680	0.3117	0.0699	0.7769	1	1	18419000	4467300	3690400.0	0.3655	0.0551	0.8806	1	1	16553000	5739200	1163200	0.6643	0.1698	0.9588	5	4	50809000	24093100	36536800.0	0.4403	0.2733	0.6287	4	4	1798220	2856500.0	3359830	0.4747	0.3137	0.6487
YER006W	NUG1	24	10	259899982	268094240	62283830	0.7330	0.6543	0.7991	4	4	55051640	33486990	16710620	0.6808	0.4735	0.8392	8	6	8478590.0	7542700.0	3922096.0	0.6792	0.4392	0.8604	13	9	106979130	27820661	15050634	0.5402	0.3418	0.7405	7	7	31629750	5092660	5669540.0	0.1431	0.0640	0.3025	5	5	72969200	19770870	34085500	0.2127	0.0937	0.4128	31	16	434876855	126540638	514428900.0	0.1077	0.0849	0.1361	14	11	30357891	36957456.0	66868890	0.0963	0.0693	0.1334
YER007C-A	TMA20	8	4	67892070	109677000	16223083	0.8257	0.7136	0.9007	3	1	113474000	47318000	11127800	0.8312	0.6290	0.9325	5	3	13938480.0	6582750.0	446936.0	0.8392	0.5290	0.9648	6	4	76503000	29675900	5554480	0.8656	0.6386	0.9620	5	4	70694000	41301600	3401630.0	0.8792	0.6413	0.9660	6	3	138214400	147311500	15778330	0.8568	0.6913	0.9414	2	5	58205700	62851400	7419050.0	0.8094	0.6135	0.9208	5	2	12172340	20140490.0	8520550	0.6882	0.5357	0.8115
YER008C	SEC3	3	3	18753100	20803300	7521760	0.6180	0.3892	0.8126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	16676100	9774600	2876730	0.6499	0.3012	0.8912	2	3	15458500	6373900	7296600.0	0.1491	0.0638	0.3334	1	1	1454400	3624500.0	5468300	0.4121	0.1669	0.7174
YER009W	NTF2	9	3	386077300	672137230	20589610	0.9443	0.9044	0.9674	4	2	774460000	630580000	36412100	0.9646	0.9182	0.9856	10	3	42795582.0	36674570.0	4037707.0	0.9057	0.7807	0.9679	7	3	265199500	177616200	34801070	0.8606	0.7005	0.9477	2	2	16360000	13403200	3460980.0	0.7907	0.4261	0.9586	3	2	189674300	201802000	21570100	0.8066	0.5509	0.9408	14	3	757952600	826654700	74194920.0	0.9173	0.8750	0.9465	8	3	101113540	309343000.0	18883360	0.8906	0.8313	0.9314
YER010C	YER010C	NA	NA	NA	NA	NA	NA	NA	NA	1	1	797230	376810	28515	0.9467	0.7350	0.9909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1860700	3502000	6478900	0.4061	0.1081	0.8190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YER012W	PRE1	9	5	49029200	81566200	7485000	0.8791	0.8053	0.9281	1	1	10387000	10803000	2917500	0.7849	0.4062	0.9523	3	3	1233420.0	995008.0	162769.0	0.8691	0.5140	0.9819	3	1	9008400	6004770	2526860	0.6363	0.2881	0.8982	4	3	54023600	32984760	5094290.0	0.7468	0.4294	0.9285	4	3	101622000	94637000	10240700	0.8439	0.6145	0.9519	5	3	56170300	53315500	13912100.0	0.7868	0.6308	0.8846	2	2	1592210	3544740.0	1570970	0.6827	0.4400	0.8520
YER014W	HEM14	4	5	14956450	4215500	14304300	0.1564	0.0774	0.2890	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2257160.0	225360.0	2039362.0	0.1642	0.0303	0.6047	1	1	1451500	221000	605930	0.2103	0.0259	0.7950	1	1	4035300	2987700	872400.0	0.6909	0.2011	0.9629	1	1	1564100	40970	577870	0.0163	0.0024	0.1058	4	5	9327200	3220630	10944600.0	0.1467	0.0759	0.2703	NA	NA	NA	NA	NA	NA	NA	NA
YER016W	BIM1	1	1	1789000	2370300	158970	0.8756	0.5497	0.9758	1	1	6058700	2108400	1417800	0.5655	0.1852	0.8884	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	0.4694	0.0460	0.9999	2	1	5401900	666620	1756240.0	0.1164	0.0247	0.4202	1	1	8115300	3112100	3121400	0.3424	0.0664	0.8264	NA	NA	NA	NA	NA	NA	NA	NA	2	1	103777	26365.0	277250	0.0890	0.0360	0.2016
YER017C	AFG3	1	2	325590	1218	480090	0.0022	0.0005	0.0094	1	1	273090	13220	426620	0.0219	0.0048	0.0929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	0.5376	0.0634	0.9997	1	1	6874400	6080100	2770300.0	0.6481	0.2760	0.9022	NA	NA	NA	NA	NA	NA	NA	NA
YER019C-A	SBH2	0	1	NA	NA	NA	0.1614	0.0004	0.7147	2	1	104221000	5494300	76633000	0.0355	0.0125	0.0997	NA	NA	NA	NA	NA	NA	NA	NA	1	1	20397000	821520	8678800	0.0291	0.0032	0.2418	1	1	12463000	216310	2628700.0	0.0123	0.0014	0.1128	NA	NA	NA	NA	NA	NA	NA	NA	2	1	92577000	6968600	118766000.0	0.0352	0.0130	0.0939	NA	NA	NA	NA	NA	NA	NA	NA
YER020W	GPA2	1	2	1475500	881020	828480	0.3429	0.1122	0.6877	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	0.0073	0.0004	0.1341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1334200	34380	1261600	0.0110	0.0017	0.0651	2	2	4282070	1632320	2357900.0	0.2757	0.1129	0.5516	NA	NA	NA	NA	NA	NA	NA	NA
YER021W	RPN3	18	17	88159560	163201290	85555186	0.7690	0.6887	0.8336	2	2	124830	1158690	111885	0.9349	0.8186	0.9791	1	1	563140.0	1196900.0	71324.0	0.9433	0.5298	0.9974	1	1	6276200	2750800	1209400	0.8614	0.4584	0.9880	6	2	14442000	14404760	4282180.0	0.7673	0.5418	0.9067	7	3	94113100	75374600	15287230	0.8768	0.6946	0.9517	21	11	138706770	123377600	53690320.0	0.7228	0.6401	0.7911	2	3	2793330	5882450.0	2581440	0.6381	0.3898	0.8294
YER022W	SRB4	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	0.8933	0.3117	0.9999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	0.6814	0.0643	0.9999	2	2	8841900	7772500	981850	0.8574	0.5947	0.9624	NA	NA	NA	NA	NA	NA	NA	NA	1	1	27532	72432.0	73292	0.4847	0.2115	0.7718
YER023W	PRO3	11	8	269818560	420806300	30076090	0.8793	0.8112	0.9231	11	6	338823500	250600600	77515840	0.8523	0.7648	0.9117	11	6	82132870.0	56582444.0	1831363.0	0.8800	0.7195	0.9566	10	7	120355980	79930040	14258902	0.9184	0.7937	0.9710	7	5	117286100	80351230	2805249.0	0.9627	0.8935	0.9872	11	7	802812800	806271465	77753327	0.8575	0.7342	0.9276	15	10	358235800	341195700	63851697.0	0.8893	0.8406	0.9263	8	6	95163990	256906080.0	22394880	0.8474	0.7721	0.9014
YER025W	GCD11	47	23	987304529	1378847010	208595224	0.7861	0.7375	0.8268	15	12	190110281	517778370	158648957	0.7981	0.7234	0.8572	26	12	115504460.0	140364520.0	10352478.0	0.9337	0.8738	0.9670	19	12	320409695	261794724	40671529	0.8964	0.8134	0.9461	23	15	320909330	245748700	42315916.0	0.8381	0.7446	0.9031	19	16	804004000	627976520	94203487	0.8158	0.7092	0.8898	47	20	1758964320	1519435200	442768239.0	0.7810	0.7332	0.8232	22	16	88762964	199338430.0	47472577	0.7774	0.7185	0.8256
YER026C	CHO1	2	3	25594000	2909800	46830000	0.0542	0.0221	0.1289	1	1	14363000	3199800	15706000	0.1476	0.0341	0.4520	3	1	9779700.0	710210.0	3104610.0	0.0514	0.0132	0.1939	0	1	NA	NA	NA	0.2593	0.0000	0.9694	1	1	1627200	1168200	1913700.0	0.3851	0.0652	0.8682	1	1	29276000	10713000	7313000	0.3983	0.0728	0.8721	5	4	46022120	3594322	52563550.0	0.0445	0.0239	0.0819	1	1	7437700	5096500.0	17274000	0.2384	0.0806	0.5500
YER027C	GAL83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	13477700	1963390	4635250.0	0.4239	0.1020	0.8631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YER029C	SMB1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1970800	1037700	2434200.0	0.3005	0.0452	0.8128	NA	NA	NA	NA	NA	NA	NA	NA	2	2	347426500	189919900	140091960.0	0.5757	0.3004	0.8196	NA	NA	NA	NA	NA	NA	NA	NA
YER030W	CHZ1	2	2	897250	5104700	249491	0.9640	0.8877	0.9890	2	1	999540	1338700	126857	0.9318	0.7944	0.9788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	5271700	9345700	1635191.0	0.9311	0.7731	0.9843	4	2	9788400	19664700	2451300	0.8644	0.6720	0.9547	1	1	4337700	7538900	960410.0	0.8685	0.5633	0.9723	1	1	113970	380120.0	20131	0.9271	0.7561	0.9808
YER031C	YPT31	5	3	28039980	21853000	36855000	0.3432	0.2130	0.5104	1	1	46421000	11152000	30606000	0.2334	0.0574	0.6134	1	1	347810.0	120560.0	94635.0	0.4536	0.0521	0.9523	1	1	16500000	7393100	2947200	0.7356	0.1772	0.9812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	67897000	25328410	68926300.0	0.2347	0.1128	0.4254	1	1	1438600	1652600.0	4145200	0.3048	0.1098	0.6221
YER032W	FIR1	1	1	1164400	891120	333810	0.5884	0.2276	0.8865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	0.0643	0.0150	0.2292
YER033C	ZRG8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	0.9299	0.3409	0.9999	NA	NA	NA	NA	NA	NA	NA	NA	1	1	3117500	743670.0	80512	0.9390	0.7626	0.9848
YER034W	YER034W	NA	NA	NA	NA	NA	NA	NA	NA	1	1	729400	839210	45089	0.9572	0.7899	0.9926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	0.6816	0.3564	0.9021
YER036C	ARB1	51	23	548419690	678518130	151276960	0.7734	0.7227	0.8150	35	14	982894383	1082803250	319331850	0.7852	0.7264	0.8319	15	12	32187736.0	23864068.0	1871192.0	0.8945	0.7749	0.9553	30	14	541526330	475199409	113413328	0.6918	0.5620	0.8013	23	12	414550390	121481611	120465624.4	0.2503	0.1683	0.3634	28	14	1274922000	621583510	399204160	0.4156	0.3137	0.5276	47	20	1283948240	532069560	920204293.0	0.3755	0.3217	0.4340	23	14	60880027	23002935.7	99228700	0.1559	0.1206	0.1986
YER037W	PHM8	0	1	NA	NA	NA	0.8429	0.2610	0.9995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	7152900	4922800	2461500	0.5157	0.1332	0.9077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
